variable,measure,country,year,value,flag codes,flags
Total population at birth,Years,Brazil,2015,75,,
Total population at birth,Years,Brazil,2016,75.3,,
Total population at birth,Years,Brazil,2017,75.5,,
Total population at birth,Years,Brazil,2018,75.7,,
Total population at birth,Years,Brazil,2019,75.9,,
Total population at birth,Years,Chile,1960,57.3,,
Total population at birth,Years,Chile,1961,57.7,,
Total population at birth,Years,Chile,1962,58.1,,
Total population at birth,Years,Chile,1963,58.6,,
Total population at birth,Years,Chile,1964,59,,
Total population at birth,Years,Chile,1965,59.5,,
Total population at birth,Years,Chile,1966,60,,
Total population at birth,Years,Chile,1967,60.6,,
Total population at birth,Years,Chile,1968,61.1,,
Total population at birth,Years,Chile,1969,61.7,,
Total population at birth,Years,Chile,1970,62.3,,
Total population at birth,Years,Chile,1971,63,,
Total population at birth,Years,Chile,1972,63.6,,
Total population at birth,Years,Chile,1973,64.3,,
Total population at birth,Years,Chile,1974,65,,
Total population at birth,Years,Chile,1975,65.7,,
Total population at birth,Years,Chile,1976,66.4,,
Total population at birth,Years,Chile,1977,67.1,,
Total population at birth,Years,Chile,1978,67.8,,
Total population at birth,Years,Chile,1979,68.4,,
Total population at birth,Years,Chile,1980,69.1,,
Total population at birth,Years,Chile,1981,69.7,,
Total population at birth,Years,Chile,1982,70,B,Break
Total population at birth,Years,Chile,1983,70.4,,
Total population at birth,Years,Chile,1984,70.9,,
Total population at birth,Years,Chile,1985,71.3,,
Total population at birth,Years,Chile,1986,71.7,,
Total population at birth,Years,Chile,1987,72.1,,
Total population at birth,Years,Chile,1988,72.5,,
Total population at birth,Years,Chile,1989,73,,
Total population at birth,Years,Chile,1990,73.4,,
Total population at birth,Years,Chile,1991,73.8,,
Total population at birth,Years,Chile,1992,74.2,,
Total population at birth,Years,Chile,1993,74.5,,
Total population at birth,Years,Chile,1994,74.8,,
Total population at birth,Years,Chile,1995,75,,
Total population at birth,Years,Chile,1996,75.3,,
Total population at birth,Years,Chile,1997,75.6,,
Total population at birth,Years,Chile,1998,75.9,,
Total population at birth,Years,Chile,1999,76.2,,
Total population at birth,Years,Chile,2000,76.4,,
Total population at birth,Years,Chile,2001,76.7,,
Total population at birth,Years,Chile,2002,77,,
Total population at birth,Years,Chile,2003,77.2,,
Total population at birth,Years,Chile,2004,77.4,,
Total population at birth,Years,Chile,2005,77.7,,
Total population at birth,Years,Chile,2006,77.9,,
Total population at birth,Years,Chile,2007,78.1,,
Total population at birth,Years,Chile,2008,78.3,,
Total population at birth,Years,Chile,2009,78.6,,
Total population at birth,Years,Chile,2010,78.8,,
Total population at birth,Years,Chile,2011,79,,
Total population at birth,Years,Chile,2012,79.2,,
Total population at birth,Years,Chile,2013,79.4,,
Total population at birth,Years,Chile,2014,79.6,,
Total population at birth,Years,Chile,2015,79.8,,
Total population at birth,Years,Chile,2016,80,,
Total population at birth,Years,Chile,2017,80.2,,
Total population at birth,Years,Chile,2018,80.4,,
Total population at birth,Years,Chile,2019,80.6,,
Total population at birth,Years,China (People's Republic of),1960,43.8,,
Total population at birth,Years,China (People's Republic of),1961,44.1,,
Total population at birth,Years,China (People's Republic of),1962,44.9,,
Total population at birth,Years,China (People's Republic of),1963,46,,
Total population at birth,Years,China (People's Republic of),1964,47.7,,
Total population at birth,Years,China (People's Republic of),1965,49.6,,
Total population at birth,Years,China (People's Republic of),1966,51.7,,
Total population at birth,Years,China (People's Republic of),1967,53.9,,
Total population at birth,Years,China (People's Republic of),1968,55.9,,
Total population at birth,Years,China (People's Republic of),1969,57.6,,
Total population at birth,Years,China (People's Republic of),1970,59.1,,
Total population at birth,Years,China (People's Republic of),1971,60.3,,
Total population at birth,Years,China (People's Republic of),1972,61.4,,
Total population at birth,Years,China (People's Republic of),1973,62.3,,
Total population at birth,Years,China (People's Republic of),1974,63.1,,
Total population at birth,Years,China (People's Republic of),1975,63.9,,
Total population at birth,Years,China (People's Republic of),1976,64.6,,
Total population at birth,Years,China (People's Republic of),1977,65.3,,
Total population at birth,Years,China (People's Republic of),1978,65.9,,
Total population at birth,Years,China (People's Republic of),1979,66.4,,
Total population at birth,Years,China (People's Republic of),1980,66.9,,
Total population at birth,Years,China (People's Republic of),1981,67.3,,
Total population at birth,Years,China (People's Republic of),1982,67.7,,
Total population at birth,Years,China (People's Republic of),1983,68,,
Total population at birth,Years,China (People's Republic of),1984,68.3,,
Total population at birth,Years,China (People's Republic of),1985,68.5,,
Total population at birth,Years,China (People's Republic of),1986,68.7,,
Total population at birth,Years,China (People's Republic of),1987,68.9,,
Total population at birth,Years,China (People's Republic of),1988,69,,
Total population at birth,Years,China (People's Republic of),1989,69.1,,
Total population at birth,Years,China (People's Republic of),1990,69.2,,
Total population at birth,Years,China (People's Republic of),1991,69.3,,
Total population at birth,Years,China (People's Republic of),1992,69.5,,
Total population at birth,Years,China (People's Republic of),1993,69.6,,
Total population at birth,Years,China (People's Republic of),1994,69.8,,
Total population at birth,Years,China (People's Republic of),1995,70,,
Total population at birth,Years,China (People's Republic of),1996,70.3,,
Total population at birth,Years,China (People's Republic of),1997,70.6,,
Total population at birth,Years,China (People's Republic of),1998,70.9,,
Total population at birth,Years,China (People's Republic of),1999,71.2,,
Total population at birth,Years,China (People's Republic of),2000,71.5,,
Total population at birth,Years,China (People's Republic of),2001,71.8,,
Total population at birth,Years,China (People's Republic of),2002,72.2,,
Total population at birth,Years,China (People's Republic of),2003,72.5,,
Total population at birth,Years,China (People's Republic of),2004,72.8,,
Total population at birth,Years,China (People's Republic of),2005,73.1,,
Total population at birth,Years,China (People's Republic of),2006,73.4,,
Total population at birth,Years,China (People's Republic of),2007,73.6,,
Total population at birth,Years,China (People's Republic of),2008,73.9,,
Total population at birth,Years,China (People's Republic of),2009,74.2,,
Total population at birth,Years,China (People's Republic of),2010,74.5,,
Total population at birth,Years,China (People's Republic of),2011,74.8,,
Total population at birth,Years,China (People's Republic of),2012,75.1,,
Total population at birth,Years,China (People's Republic of),2013,75.4,,
Total population at birth,Years,China (People's Republic of),2014,75.7,,
Total population at birth,Years,China (People's Republic of),2015,76,,
Total population at birth,Years,China (People's Republic of),2016,76.3,,
Total population at birth,Years,China (People's Republic of),2017,76.6,,
Total population at birth,Years,China (People's Republic of),2018,76.8,,
Total population at birth,Years,China (People's Republic of),2019,77,,
Total population at birth,Years,Estonia,1960,68.9,,
Total population at birth,Years,Estonia,1961,69.2,,
Total population at birth,Years,Estonia,1962,69.4,,
Total population at birth,Years,Estonia,1963,69.5,,
Total population at birth,Years,Estonia,1964,70.3,,
Total population at birth,Years,Estonia,1965,70.3,,
Total population at birth,Years,Estonia,1966,70.4,,
Total population at birth,Years,Estonia,1967,70.6,,
Total population at birth,Years,Estonia,1968,70.2,,
Total population at birth,Years,Estonia,1969,69.9,,
Total population at birth,Years,Estonia,1970,70,,
Total population at birth,Years,Estonia,1971,70.3,,
Total population at birth,Years,Estonia,1972,70.1,,
Total population at birth,Years,Estonia,1973,70.4,,
Total population at birth,Years,Estonia,1974,70.5,,
Total population at birth,Years,Estonia,1975,69.9,,
Total population at birth,Years,Estonia,1976,69.5,,
Total population at birth,Years,Estonia,1977,69.6,,
Total population at birth,Years,Estonia,1978,69.4,,
Total population at birth,Years,Estonia,1979,69.2,,
Total population at birth,Years,Estonia,1980,69.3,,
Total population at birth,Years,Estonia,1981,69.1,,
Total population at birth,Years,Estonia,1982,69.7,,
Total population at birth,Years,Estonia,1983,69.6,,
Total population at birth,Years,Estonia,1984,69.5,,
Total population at birth,Years,Estonia,1985,69.6,,
Total population at birth,Years,Estonia,1986,70.7,,
Total population at birth,Years,Estonia,1987,70.7,,
Total population at birth,Years,Estonia,1988,70.8,,
Total population at birth,Years,Estonia,1989,70.3,,
Total population at birth,Years,Estonia,1990,69.8,,
Total population at birth,Years,Estonia,1991,69.7,,
Total population at birth,Years,Estonia,1992,69.1,,
Total population at birth,Years,Estonia,1993,68.2,,
Total population at birth,Years,Estonia,1994,66.8,,
Total population at birth,Years,Estonia,1995,67.9,,
Total population at birth,Years,Estonia,1996,69.9,,
Total population at birth,Years,Estonia,1997,70.1,,
Total population at birth,Years,Estonia,1998,69.7,,
Total population at birth,Years,Estonia,1999,70.6,,
Total population at birth,Years,Estonia,2000,71,,
Total population at birth,Years,Estonia,2001,70.9,,
Total population at birth,Years,Estonia,2002,71.4,,
Total population at birth,Years,Estonia,2003,71.8,,
Total population at birth,Years,Estonia,2004,72.4,,
Total population at birth,Years,Estonia,2005,72.9,,
Total population at birth,Years,Estonia,2006,73.1,,
Total population at birth,Years,Estonia,2007,73.2,,
Total population at birth,Years,Estonia,2008,74.2,,
Total population at birth,Years,Estonia,2009,75.2,,
Total population at birth,Years,Estonia,2010,75.9,,
Total population at birth,Years,Estonia,2011,76.4,,
Total population at birth,Years,Estonia,2012,76.5,,
Total population at birth,Years,Estonia,2013,77.3,,
Total population at birth,Years,Estonia,2014,77.2,,
Total population at birth,Years,Estonia,2015,77.7,,
Total population at birth,Years,Estonia,2016,77.8,,
Total population at birth,Years,Estonia,2017,78.2,,
Total population at birth,Years,Estonia,2018,78.4,,
Total population at birth,Years,Estonia,2019,78.8,,
Total population at birth,Years,Estonia,2020,78.5,,
Total population at birth,Years,India,1960,41.4,,
Total population at birth,Years,India,1961,42,,
Total population at birth,Years,India,1962,42.6,,
Total population at birth,Years,India,1963,43.2,,
Total population at birth,Years,India,1964,43.9,,
Total population at birth,Years,India,1965,44.5,,
Total population at birth,Years,India,1966,45.1,,
Total population at birth,Years,India,1967,45.8,,
Total population at birth,Years,India,1968,46.4,,
Total population at birth,Years,India,1969,47.1,,
Total population at birth,Years,India,1970,47.7,,
Total population at birth,Years,India,1971,48.4,,
Total population at birth,Years,India,1972,49.1,,
Total population at birth,Years,India,1973,49.7,,
Total population at birth,Years,India,1974,50.4,,
Total population at birth,Years,India,1975,51,,
Total population at birth,Years,India,1976,51.6,,
Total population at birth,Years,India,1977,52.2,,
Total population at birth,Years,India,1978,52.8,,
Total population at birth,Years,India,1979,53.3,,
Total population at birth,Years,India,1980,53.8,,
Total population at birth,Years,India,1981,54.3,,
Total population at birth,Years,India,1982,54.7,,
Total population at birth,Years,India,1983,55.1,,
Total population at birth,Years,India,1984,55.5,,
Total population at birth,Years,India,1985,55.8,,
Total population at birth,Years,India,1986,56.2,,
Total population at birth,Years,India,1987,56.6,,
Total population at birth,Years,India,1988,57,,
Total population at birth,Years,India,1989,57.4,,
Total population at birth,Years,India,1990,57.9,,
Total population at birth,Years,India,1991,58.4,,
Total population at birth,Years,India,1992,58.9,,
Total population at birth,Years,India,1993,59.4,,
Total population at birth,Years,India,1994,59.9,,
Total population at birth,Years,India,1995,60.3,,
Total population at birth,Years,India,1996,60.8,,
Total population at birth,Years,India,1997,61.3,,
Total population at birth,Years,India,1998,61.7,,
Total population at birth,Years,India,1999,62.1,,
Total population at birth,Years,India,2000,62.5,,
Total population at birth,Years,India,2001,62.9,,
Total population at birth,Years,India,2002,63.3,,
Total population at birth,Years,India,2003,63.7,,
Total population at birth,Years,India,2004,64.1,,
Total population at birth,Years,India,2005,64.5,,
Total population at birth,Years,India,2006,64.9,,
Total population at birth,Years,India,2007,65.4,,
Total population at birth,Years,India,2008,65.8,,
Total population at birth,Years,India,2009,66.3,,
Total population at birth,Years,India,2010,66.7,,
Total population at birth,Years,India,2011,67.2,,
Total population at birth,Years,India,2012,67.6,,
Total population at birth,Years,India,2013,68,,
Total population at birth,Years,India,2014,68.3,,
Total population at birth,Years,India,2015,68.7,,
Total population at birth,Years,India,2016,68.9,,
Total population at birth,Years,India,2017,69.2,,
Total population at birth,Years,India,2018,69.5,,
Total population at birth,Years,India,2019,69.7,,
Total population at birth,Years,Indonesia,1960,46.7,,
Total population at birth,Years,Indonesia,1961,47.4,,
Total population at birth,Years,Indonesia,1962,47.9,,
Total population at birth,Years,Indonesia,1963,48.5,,
Total population at birth,Years,Indonesia,1964,49.1,,
Total population at birth,Years,Indonesia,1965,49.7,,
Total population at birth,Years,Indonesia,1966,50.3,,
Total population at birth,Years,Indonesia,1967,50.8,,
Total population at birth,Years,Indonesia,1968,51.4,,
Total population at birth,Years,Indonesia,1969,52,,
Total population at birth,Years,Indonesia,1970,52.6,,
Total population at birth,Years,Indonesia,1971,53.2,,
Total population at birth,Years,Indonesia,1972,53.8,,
Total population at birth,Years,Indonesia,1973,54.3,,
Total population at birth,Years,Indonesia,1974,54.9,,
Total population at birth,Years,Indonesia,1975,55.4,,
Total population at birth,Years,Indonesia,1976,56,,
Total population at birth,Years,Indonesia,1977,56.5,,
Total population at birth,Years,Indonesia,1978,57,,
Total population at birth,Years,Indonesia,1979,57.5,,
Total population at birth,Years,Indonesia,1980,58,,
Total population at birth,Years,Indonesia,1981,58.5,,
Total population at birth,Years,Indonesia,1982,59,,
Total population at birth,Years,Indonesia,1983,59.4,,
Total population at birth,Years,Indonesia,1984,59.9,,
Total population at birth,Years,Indonesia,1985,60.3,,
Total population at birth,Years,Indonesia,1986,60.7,,
Total population at birth,Years,Indonesia,1987,61.1,,
Total population at birth,Years,Indonesia,1988,61.5,,
Total population at birth,Years,Indonesia,1989,61.9,,
Total population at birth,Years,Indonesia,1990,62.3,,
Total population at birth,Years,Indonesia,1991,62.7,,
Total population at birth,Years,Indonesia,1992,63.1,,
Total population at birth,Years,Indonesia,1993,63.5,,
Total population at birth,Years,Indonesia,1994,63.9,,
Total population at birth,Years,Indonesia,1995,64.3,,
Total population at birth,Years,Indonesia,1996,64.6,,
Total population at birth,Years,Indonesia,1997,65,,
Total population at birth,Years,Indonesia,1998,65.2,,
Total population at birth,Years,Indonesia,1999,65.5,,
Total population at birth,Years,Indonesia,2000,65.8,,
Total population at birth,Years,Indonesia,2001,66,,
Total population at birth,Years,Indonesia,2002,66.3,,
Total population at birth,Years,Indonesia,2003,66.6,,
Total population at birth,Years,Indonesia,2004,67,,
Total population at birth,Years,Indonesia,2005,67.3,,
Total population at birth,Years,Indonesia,2006,67.7,,
Total population at birth,Years,Indonesia,2007,68.1,,
Total population at birth,Years,Indonesia,2008,68.5,,
Total population at birth,Years,Indonesia,2009,68.9,,
Total population at birth,Years,Indonesia,2010,69.2,,
Total population at birth,Years,Indonesia,2011,69.6,,
Total population at birth,Years,Indonesia,2012,69.9,,
Total population at birth,Years,Indonesia,2013,70.2,,
Total population at birth,Years,Indonesia,2014,70.5,,
Total population at birth,Years,Indonesia,2015,70.8,,
Total population at birth,Years,Indonesia,2016,71.1,,
Total population at birth,Years,Indonesia,2017,71.3,,
Total population at birth,Years,Indonesia,2018,71.6,,
Total population at birth,Years,Indonesia,2019,71.8,,
Total population at birth,Years,Israel,1971,71.8,,
Total population at birth,Years,Israel,1972,71.5,,
Total population at birth,Years,Israel,1973,71.7,,
Total population at birth,Years,Israel,1974,71.7,,
Total population at birth,Years,Israel,1975,72.1,,
Total population at birth,Years,Israel,1976,73,,
Total population at birth,Years,Israel,1977,73,,
Total population at birth,Years,Israel,1978,73.3,,
Total population at birth,Years,Israel,1979,73.6,,
Total population at birth,Years,Israel,1980,73.9,,
Total population at birth,Years,Israel,1981,74.3,,
Total population at birth,Years,Israel,1982,74.2,,
Total population at birth,Years,Israel,1983,74.5,,
Total population at birth,Years,Israel,1984,74.9,,
Total population at birth,Years,Israel,1985,75.3,,
Total population at birth,Years,Israel,1986,75,,
Total population at birth,Years,Israel,1987,75.3,,
Total population at birth,Years,Israel,1988,75.7,,
Total population at birth,Years,Israel,1989,76.4,,
Total population at birth,Years,Israel,1990,76.7,,
Total population at birth,Years,Israel,1991,76.8,,
Total population at birth,Years,Israel,1992,76.6,,
Total population at birth,Years,Israel,1993,77.2,,
Total population at birth,Years,Israel,1994,77.5,,
Total population at birth,Years,Israel,1995,77.5,,
Total population at birth,Years,Israel,1996,78.2,,
Total population at birth,Years,Israel,1997,78.1,,
Total population at birth,Years,Israel,1998,78.2,,
Total population at birth,Years,Israel,1999,78.5,,
Total population at birth,Years,Israel,2000,78.8,,
Total population at birth,Years,Israel,2001,79.3,,
Total population at birth,Years,Israel,2002,79.5,,
Total population at birth,Years,Israel,2003,79.7,,
Total population at birth,Years,Israel,2004,80.2,,
Total population at birth,Years,Israel,2005,80.2,,
Total population at birth,Years,Israel,2006,80.6,,
Total population at birth,Years,Israel,2007,80.6,,
Total population at birth,Years,Israel,2008,81,,
Total population at birth,Years,Israel,2009,81.5,B,Break
Total population at birth,Years,Israel,2010,81.7,,
Total population at birth,Years,Israel,2011,81.7,,
Total population at birth,Years,Israel,2012,81.8,,
Total population at birth,Years,Israel,2013,82.1,,
Total population at birth,Years,Israel,2014,82.2,,
Total population at birth,Years,Israel,2015,82.1,,
Total population at birth,Years,Israel,2016,82.5,,
Total population at birth,Years,Israel,2017,82.6,,
Total population at birth,Years,Israel,2018,82.9,,
Total population at birth,Years,Israel,2019,82.9,,
Total population at birth,Years,Israel,2020,82.8,P,Provisional value
Total population at birth,Years,Russia,1960,66.2,,
Total population at birth,Years,Russia,1961,66.7,,
Total population at birth,Years,Russia,1962,67.1,,
Total population at birth,Years,Russia,1963,67.4,,
Total population at birth,Years,Russia,1964,67.7,,
Total population at birth,Years,Russia,1965,67.8,,
Total population at birth,Years,Russia,1966,67.9,,
Total population at birth,Years,Russia,1967,68,,
Total population at birth,Years,Russia,1968,68,,
Total population at birth,Years,Russia,1969,68,,
Total population at birth,Years,Russia,1970,68.3,,
Total population at birth,Years,Russia,1971,68.5,,
Total population at birth,Years,Russia,1972,68.4,,
Total population at birth,Years,Russia,1973,68.4,,
Total population at birth,Years,Russia,1974,68.5,,
Total population at birth,Years,Russia,1975,67.9,,
Total population at birth,Years,Russia,1976,67.6,,
Total population at birth,Years,Russia,1977,67.5,,
Total population at birth,Years,Russia,1978,67.5,,
Total population at birth,Years,Russia,1979,67.3,,
Total population at birth,Years,Russia,1980,67.2,,
Total population at birth,Years,Russia,1981,67.4,,
Total population at birth,Years,Russia,1982,67.9,,
Total population at birth,Years,Russia,1983,67.8,,
Total population at birth,Years,Russia,1984,67.3,,
Total population at birth,Years,Russia,1985,68,,
Total population at birth,Years,Russia,1986,69.5,,
Total population at birth,Years,Russia,1987,69.6,,
Total population at birth,Years,Russia,1988,69.6,,
Total population at birth,Years,Russia,1989,69.3,,
Total population at birth,Years,Russia,1990,69,,
Total population at birth,Years,Russia,1991,68.8,,
Total population at birth,Years,Russia,1992,67.8,,
Total population at birth,Years,Russia,1993,65.3,,
Total population at birth,Years,Russia,1994,64.3,,
Total population at birth,Years,Russia,1995,64.9,,
Total population at birth,Years,Russia,1996,66,,
Total population at birth,Years,Russia,1997,66.8,,
Total population at birth,Years,Russia,1998,67.2,,
Total population at birth,Years,Russia,1999,66.1,,
Total population at birth,Years,Russia,2000,65.6,,
Total population at birth,Years,Russia,2001,65.5,,
Total population at birth,Years,Russia,2002,65.3,,
Total population at birth,Years,Russia,2003,65.2,,
Total population at birth,Years,Russia,2004,65.6,,
Total population at birth,Years,Russia,2005,65.7,,
Total population at birth,Years,Russia,2006,66.9,,
Total population at birth,Years,Russia,2007,67.7,,
Total population at birth,Years,Russia,2008,68.1,,
Total population at birth,Years,Russia,2009,68.8,,
Total population at birth,Years,Russia,2010,69,,
Total population at birth,Years,Russia,2011,69.8,,
Total population at birth,Years,Russia,2012,70.2,,
Total population at birth,Years,Russia,2013,70.7,,
Total population at birth,Years,Russia,2014,70.9,B,Break
Total population at birth,Years,Russia,2015,71.3,,
Total population at birth,Years,Russia,2016,71.8,,
Total population at birth,Years,Russia,2017,72.6,,
Total population at birth,Years,Russia,2018,72.8,,
Total population at birth,Years,Russia,2019,73.2,,
Total population at birth,Years,Slovenia,1970,68.7,,
Total population at birth,Years,Slovenia,1982,71.2,,
Total population at birth,Years,Slovenia,1983,71,,
Total population at birth,Years,Slovenia,1984,71.4,,
Total population at birth,Years,Slovenia,1985,71.9,,
Total population at birth,Years,Slovenia,1986,72.4,,
Total population at birth,Years,Slovenia,1987,72.4,,
Total population at birth,Years,Slovenia,1988,73,,
Total population at birth,Years,Slovenia,1989,73.4,,
Total population at birth,Years,Slovenia,1990,73.8,,
Total population at birth,Years,Slovenia,1991,73.5,,
Total population at birth,Years,Slovenia,1992,73.6,,
Total population at birth,Years,Slovenia,1993,73.5,,
Total population at birth,Years,Slovenia,1994,74,,
Total population at birth,Years,Slovenia,1995,74.7,,
Total population at birth,Years,Slovenia,1996,75.1,,
Total population at birth,Years,Slovenia,1997,75.1,,
Total population at birth,Years,Slovenia,1998,75.3,,
Total population at birth,Years,Slovenia,1999,75.7,,
Total population at birth,Years,Slovenia,2000,76.1,,
Total population at birth,Years,Slovenia,2001,76.4,,
Total population at birth,Years,Slovenia,2002,76.6,,
Total population at birth,Years,Slovenia,2003,76.4,,
Total population at birth,Years,Slovenia,2004,77.2,,
Total population at birth,Years,Slovenia,2005,77.4,,
Total population at birth,Years,Slovenia,2006,78.3,,
Total population at birth,Years,Slovenia,2007,78.3,,
Total population at birth,Years,Slovenia,2008,79.1,B,Break
Total population at birth,Years,Slovenia,2009,79.3,,
Total population at birth,Years,Slovenia,2010,79.8,,
Total population at birth,Years,Slovenia,2011,80.1,,
Total population at birth,Years,Slovenia,2012,80.2,,
Total population at birth,Years,Slovenia,2013,80.4,,
Total population at birth,Years,Slovenia,2014,81.2,,
Total population at birth,Years,Slovenia,2015,80.9,,
Total population at birth,Years,Slovenia,2016,81.3,,
Total population at birth,Years,Slovenia,2017,81.1,,
Total population at birth,Years,Slovenia,2018,81.5,,
Total population at birth,Years,Slovenia,2019,81.6,,
Total population at birth,Years,Slovenia,2020,80.6,,
Total population at birth,Years,South Africa,1960,48.5,,
Total population at birth,Years,South Africa,1961,48.9,,
Total population at birth,Years,South Africa,1962,49.2,,
Total population at birth,Years,South Africa,1963,49.6,,
Total population at birth,Years,South Africa,1964,50,,
Total population at birth,Years,South Africa,1965,50.4,,
Total population at birth,Years,South Africa,1966,50.8,,
Total population at birth,Years,South Africa,1967,51.2,,
Total population at birth,Years,South Africa,1968,51.7,,
Total population at birth,Years,South Africa,1969,52.2,,
Total population at birth,Years,South Africa,1970,52.7,,
Total population at birth,Years,South Africa,1971,53.2,,
Total population at birth,Years,South Africa,1972,53.8,,
Total population at birth,Years,South Africa,1973,54.4,,
Total population at birth,Years,South Africa,1974,54.9,,
Total population at birth,Years,South Africa,1975,55.5,,
Total population at birth,Years,South Africa,1976,56.1,,
Total population at birth,Years,South Africa,1977,56.6,,
Total population at birth,Years,South Africa,1978,57.1,,
Total population at birth,Years,South Africa,1979,57.7,,
Total population at birth,Years,South Africa,1980,58.2,,
Total population at birth,Years,South Africa,1981,58.7,,
Total population at birth,Years,South Africa,1982,59.3,,
Total population at birth,Years,South Africa,1983,59.8,,
Total population at birth,Years,South Africa,1984,60.4,,
Total population at birth,Years,South Africa,1985,61,,
Total population at birth,Years,South Africa,1986,61.6,,
Total population at birth,Years,South Africa,1987,62.2,,
Total population at birth,Years,South Africa,1988,62.7,,
Total population at birth,Years,South Africa,1989,63.1,,
Total population at birth,Years,South Africa,1990,63.4,,
Total population at birth,Years,South Africa,1991,63.5,,
Total population at birth,Years,South Africa,1992,63.4,,
Total population at birth,Years,South Africa,1993,63,,
Total population at birth,Years,South Africa,1994,62.5,,
Total population at birth,Years,South Africa,1995,61.7,,
Total population at birth,Years,South Africa,1996,60.7,,
Total population at birth,Years,South Africa,1997,59.6,,
Total population at birth,Years,South Africa,1998,58.5,,
Total population at birth,Years,South Africa,1999,57.3,,
Total population at birth,Years,South Africa,2000,56.2,,
Total population at birth,Years,South Africa,2001,55.2,,
Total population at birth,Years,South Africa,2002,54.4,,
Total population at birth,Years,South Africa,2003,53.8,,
Total population at birth,Years,South Africa,2004,53.5,,
Total population at birth,Years,South Africa,2005,53.5,,
Total population at birth,Years,South Africa,2006,53.9,,
Total population at birth,Years,South Africa,2007,54.5,,
Total population at birth,Years,South Africa,2008,55.4,,
Total population at birth,Years,South Africa,2009,56.5,,
Total population at birth,Years,South Africa,2010,57.7,,
Total population at birth,Years,South Africa,2011,59,,
Total population at birth,Years,South Africa,2012,60.1,,
Total population at birth,Years,South Africa,2013,61.2,,
Total population at birth,Years,South Africa,2014,62,,
Total population at birth,Years,South Africa,2015,62.7,,
Total population at birth,Years,South Africa,2016,63.2,,
Total population at birth,Years,South Africa,2017,63.6,,
Total population at birth,Years,South Africa,2018,63.9,,
Total population at birth,Years,South Africa,2019,64.2,,
Total population at birth,Years,Latvia,2002,70.1,,
Total population at birth,Years,Latvia,2003,70.5,,
Total population at birth,Years,Latvia,2004,70.8,,
Total population at birth,Years,Latvia,2005,70.6,,
Total population at birth,Years,Latvia,2006,70.6,,
Total population at birth,Years,Latvia,2007,70.8,,
Total population at birth,Years,Latvia,2008,72,,
Total population at birth,Years,Latvia,2009,72.6,,
Total population at birth,Years,Latvia,2010,73,,
Total population at birth,Years,Latvia,2011,73.7,,
Total population at birth,Years,Latvia,2012,73.9,,
Total population at birth,Years,Latvia,2013,74.1,,
Total population at birth,Years,Latvia,2014,74.3,,
Total population at birth,Years,Latvia,2015,74.6,,
Total population at birth,Years,Latvia,2016,74.7,,
Total population at birth,Years,Latvia,2017,74.8,,
Total population at birth,Years,Latvia,2018,74.9,,
Total population at birth,Years,Latvia,2019,75.5,,
Total population at birth,Years,Latvia,2020,75.5,,
Total population at birth,Years,Costa Rica,1960,60.6,,
Total population at birth,Years,Costa Rica,1961,61.3,,
Total population at birth,Years,Costa Rica,1962,62,,
Total population at birth,Years,Costa Rica,1963,62.7,,
Total population at birth,Years,Costa Rica,1964,63.3,,
Total population at birth,Years,Costa Rica,1965,63.9,,
Total population at birth,Years,Costa Rica,1966,64.5,,
Total population at birth,Years,Costa Rica,1967,65,,
Total population at birth,Years,Costa Rica,1968,65.5,,
Total population at birth,Years,Costa Rica,1969,66,,
Total population at birth,Years,Costa Rica,1970,66.5,,
Total population at birth,Years,Costa Rica,1971,67,,
Total population at birth,Years,Costa Rica,1972,67.5,,
Total population at birth,Years,Costa Rica,1973,68.1,,
Total population at birth,Years,Costa Rica,1974,68.6,,
Total population at birth,Years,Costa Rica,1975,69.2,,
Total population at birth,Years,Costa Rica,1976,69.8,,
Total population at birth,Years,Costa Rica,1977,70.4,,
Total population at birth,Years,Costa Rica,1978,71,,
Total population at birth,Years,Costa Rica,1979,71.6,,
Total population at birth,Years,Costa Rica,1980,72.2,,
Total population at birth,Years,Costa Rica,1981,72.8,,
Total population at birth,Years,Costa Rica,1982,73.3,,
Total population at birth,Years,Costa Rica,1983,73.8,,
Total population at birth,Years,Costa Rica,1984,74.2,,
Total population at birth,Years,Costa Rica,1985,74.5,,
Total population at birth,Years,Costa Rica,1986,74.8,,
Total population at birth,Years,Costa Rica,1987,75.1,,
Total population at birth,Years,Costa Rica,1988,75.3,,
Total population at birth,Years,Costa Rica,1989,75.5,,
Total population at birth,Years,Costa Rica,1990,75.7,,
Total population at birth,Years,Costa Rica,1991,75.9,,
Total population at birth,Years,Costa Rica,1992,76.1,,
Total population at birth,Years,Costa Rica,1993,76.3,,
Total population at birth,Years,Costa Rica,1994,76.4,,
Total population at birth,Years,Costa Rica,1995,76.6,,
Total population at birth,Years,Costa Rica,1996,76.8,,
Total population at birth,Years,Costa Rica,1997,77,,
Total population at birth,Years,Costa Rica,1998,77.2,,
Total population at birth,Years,Costa Rica,1999,77.3,,
Total population at birth,Years,Costa Rica,2000,77.5,,
Total population at birth,Years,Costa Rica,2001,77.6,,
Total population at birth,Years,Costa Rica,2002,77.8,,
Total population at birth,Years,Costa Rica,2003,77.9,,
Total population at birth,Years,Costa Rica,2004,78,,
Total population at birth,Years,Costa Rica,2005,78.1,,
Total population at birth,Years,Costa Rica,2006,78.3,,
Total population at birth,Years,Costa Rica,2007,78.4,,
